year,state,sector_id,estimated_factories,employees,workers,male_direct_workers,female_direct_workers,other_direct_workers,contract_workers,supervisory_workers,wages,emoluments,compensation_employees,fixed_capital,gfcf,total_input,total_output,gva,direct_imports,direct_exports,rd_expense,sample_factories,effective_sample_size,young_factory_share,foreign_factory_share,rd_unit_share,training_factory_share,largest_gva_contributor_share,gva_output_ratio,gva_per_worker,emoluments_per_employee,labour_share_gva,contract_worker_share,female_direct_worker_share,import_input_share,direct_export_output_share,rd_gva_share,stability,year_label
2011,2,automobile-extended,71.8332,4775.495800000001,3541.4412,2896.4136,205.5276,0.0,439.5,588.444,1053976745.8502,1080389447.9169998,1202369994.819,5664207869.246,1687430079.4276,17005668568.9912,20322414310.1694,3316745741.1782,174542416.0,24316479.5,0.0,34.0,17.85194382114041,0.4651971511780068,0.0,0.0,,0.1556082352131997,0.1632062849697188,694534.3227352853,226236.07959554685,0.3625149736053885,0.1241020181275352,0.0662577356398632,0.0102637785331337,0.0011965349750709,0.0,high,2011-12
2012,2,automobile-extended,91.49999999,5772.4999997,4130.99999985,3495.99999985,204.0,0.0,431.0,685.8333332799999,1275198458.0831585,1324977698.079797,1461406981.404688,4811869768.726623,485043514.6331549,18690506300.169975,22307529806.816574,3617023506.646598,133159465.0,896191672.88,0.0,35.0,10.055758972227764,0.3277467411539382,0.0,0.0,,0.1458590491929665,0.1621436141952989,626595.6703048205,229532.73246403752,0.4040357986944858,0.1043330912649842,0.0551351351373703,0.0071244439750029,0.0401744021252477,0.0,high,2012-13
2013,2,automobile-extended,99.5,6856.599999999999,5301.900000000001,4026.8,401.1,0.0,874.0,717.8,1352799872.3000002,1393663957.9,1608607706.5,9484961984.8,1662454409.5999997,15654994957.3,19665324804.300003,4010329847.0,34115152.0,346121328.14,0.0,36.0,14.42239056012819,0.44321608040201,0.0,0.0,,0.1503820425313929,0.2039289911002692,584886.0728349328,203258.75184493777,0.401116059743402,0.1648465644391633,0.0905847015515255,0.0021791863934195,0.0176005904598289,0.0,high,2013-14
2014,2,automobile-extended,63.0,7186.5,5787.0,4862.5,290.5,0.0,634.0,838.5,1560747809.0,1607958382.5,1814831117.0,5017138035.5,-83650561.0,14537841738.5,19691209568.5,5153367830.0,304599563.0,46561300.2,0.0,31.0,8.889137737961926,0.3333333333333333,0.0,0.0,,0.2715310423713606,0.2617090540869483,717090.0758366381,223747.0788979336,0.3521640947954612,0.1095559011577674,0.0563749272268581,0.0209521859213352,0.002364572884059,0.0,high,2014-15
2015,2,automobile-extended,83.0,7731.5,6083.0,4533.5,309.5,0.0,1240.0,784.0,1570538721.0,1631315282.0,1840088898.5,6170441039.0,801415347.0,14210147067.0,18595705467.5,4385558400.5,849781410.0,12620349.4,5187096.0,39.0,17.709511568123393,0.1626506024096385,0.1325301204819277,0.0843373493975903,,0.1823163592800083,0.2358371618739987,567232.5422621742,210995.96223242575,0.4195791574204576,0.2038467861252671,0.0639066694197811,0.0598010285180956,0.0006786701059584,0.0011827675124355,high,2015-16
2016,2,automobile-extended,84.95,10800.45,8528.5,5324.5,709.0,0.0,2495.0,1243.95,2686726972.75,2780872211.25,3139922394.05,6339706891.8,576544438.0,21327470803.55,31445215810.4,10117745006.85,788041979.0,131756668.01,479852836.0,40.0,18.122695111155757,0.0235432607416127,0.1059446733372572,0.0824014125956445,,0.3495829548854145,0.3217578492020945,936789.2084913128,257477.43948168823,0.3103381624980846,0.2925485138066483,0.1175105660064639,0.0369496217464674,0.0041900385993351,0.0474268560509408,high,2016-17
2017,2,automobile-extended,102.6666666,7999.0666662,6536.5999996,4717.5999996,393.0,0.0,1426.0,620.4666666,2040625363.9635153,2108036990.7635157,2397665227.8199434,6053291688.233837,704796608.733108,16116422160.085745,20758052595.44191,4641630435.356168,228591923.0,54650433.71,10710585.0,40.0,16.488910520877297,0.0915584416178951,0.0097402597465845,0.0194805194931691,,0.0982176699637845,0.2236062566088393,580271.502795363,263535.36965393863,0.5165566843832458,0.2181562280217945,0.0768989942532696,0.0141837884816727,0.0026327341381724,0.0023075049056933,high,2017-18
2018,2,automobile-extended,63.010000000000005,8699.01,7236.219999999999,4001.17,393.03,0.0,2842.02,667.68,2334717785.7799997,2406179517.98,2722636516.45,4412012296.9,859553090.01,21360428781.18,27263232221.530003,5902803440.349999,104113755.0,85752480.69,152964793.46,35.0,12.386675119420632,0.2328201872718616,0.0476114902396445,0.0317409934930963,,0.3296936366658664,0.2165115050330865,678560.3695535468,276603.833997202,0.4612446516241382,0.3927492530630633,0.0894429020071913,0.0048741416226499,0.0031453526857421,0.0259139229360702,high,2018-19
2019,2,automobile-extended,105.5,10409.899999999998,7948.799999999999,4923.3,351.0,0.0,2674.5,1252.7,2421054761.9,2514928073.3999996,2828299402.0,5198335339.8,483688481.5,26064345477.2,31708338730.3,5643993253.1,220394234.0,0.0,8360870.0,42.0,17.75017941153018,0.0284360189573459,0.0284360189573459,0.0853080568720379,,0.1171542620816011,0.1779971288027993,542175.5495345778,241590.0319311425,0.5011167227116259,0.3364658816425121,0.066549115522439,0.0084557747361349,0.0,0.0014813749104692,high,2019-20
2020,2,automobile-extended,76.0,7359.75,5668.75,3339.5,330.5,0.0,1998.75,1040.75,2089995608.0,2164954969.0,2434867232.25,5342155788.25,894186581.5,23492420706.5,28083501604.25,4591080897.75,100343592.0,0.0,8411767.0,40.0,13.740458015267176,0.17,0.0133333333333333,0.0933333333333333,0.0666666666666666,0.0825517492680462,0.1634796458948413,623809.3546316111,294161.48225143517,0.530347272565657,0.3525909592061742,0.0900544959128065,0.004271317683845,0.0,0.0018321975123815,high,2020-21
2021,2,automobile-extended,64.6,7935.7,6153.9,3761.8,279.5,0.0,2112.6,1019.3,2412307288.3,2492666853.3,2811597179.3,4896467156.7,679685482.4,22756349702.2,28425860928.4,5669511226.2,285147996.0,380284567.68,8652830.0,37.0,14.780969085726817,0.0157232704402515,0.0157232704402515,0.0786163522012578,0.1022012578616352,0.149584537384335,0.1994490594490894,714431.1435916176,314107.99971017055,0.4959152680229329,0.3432944961731585,0.0691609135674164,0.0125304804914486,0.0133781196157215,0.0015262038745092,high,2021-22
2022,2,automobile-extended,76.875,7742.375,6149.5,3650.5,312.0,0.0,2187.0,945.875,2542477348.125,2623249434.125,3025884825.0,4746199848.0,689521849.0,27061024313.25,33243549154.375,6182524841.125,503112824.0,71495247.43,8923901.0,37.0,11.502169637561265,0.0131795716639209,0.0131795716639209,0.0790774299835255,0.0658978583196046,0.1422119439100568,0.1859766781343006,798530.792053472,338817.15030917514,0.4894254212894349,0.3556386698105537,0.0787381703470031,0.0185917878856366,0.0021506502539182,0.0014434072210498,high,2022-23
2023,2,automobile-extended,79.0,10789.5,8604.25,4372.75,447.75,0.0,3783.75,1516.25,4808440211.0,4919835044.0,5370280659.5,9150162969.25,1537280673.75,33038224493.0,42577025393.75,9538800900.75,528341761.0,449046542.1999999,8791212.0,36.0,11.42517162471396,0.0126582278481012,0.0126582278481012,0.0632911392405063,0.1012658227848101,0.2289956956044918,0.2240363391414898,884081.8296260253,455983.5992400019,0.5629932646018175,0.4397536101345265,0.0928845555440307,0.0159918327666773,0.0105466865767921,0.0009216265326712,high,2023-24
2008,3,automobile-extended,289.1595,30127.7557,23999.7831,21215.7602,84.69800000000001,0.0,2699.3249,2550.1926,2806371601.0801992,2911560444.4134,3483822185.2943,12342323314.3724,2409450623.5951,37723722820.4186,45533367064.662704,7809644244.244101,1877655501.0,1694628185.8514738,0.0,74.0,56.85700839909813,0.1049212502195289,0.0,0.0,,0.1873765637411631,0.171514753854102,259217.59064994345,96640.4691210836,0.4460923028423429,0.1124728873070523,0.0039763463867645,0.0497738653721548,0.03721728251383,0.0,high,2008-09
2009,3,automobile-extended,288.26050000000004,37166.38910000001,30369.6779,26708.6779,54.0,0.0,3607.0,2504.8981999999996,3663918877.3714,3817663220.5299,4394754563.376299,12217872765.2332,2005212625.1571,45565748218.8095,55830854279.369514,10265106060.56,2804631411.0125,1945974493.141,0.0,78.0,58.74482419326464,0.0190728419079381,0.0,0.0,,0.1779337037601114,0.1838608094584205,276193.2571103605,102718.163183894,0.4281255875437635,0.1187697812231324,0.0020177353029384,0.0615513081787769,0.0348548220918065,0.0,high,2009-10
2010,3,automobile-extended,205.30979999999997,29648.7211,24071.35779999999,19801.679299999996,340.6785,0.0,3929.0,2420.664399999999,3538535925.0408,3657495275.2909,4267177446.8734994,11505636839.5409,1992627225.2238,47745279180.1375,58396203392.9638,10650924212.826296,2154175882.0,0.0,0.0,63.0,41.295715343813704,0.1097972740978016,0.0,0.0,,0.205406995123768,0.182390696551852,359237.2223038752,123360.97948221111,0.4006391709871321,0.1632230318141838,0.0169135363090412,0.0451180916520047,0.0,0.0,high,2010-11
2011,3,automobile-extended,317.59490000000005,32016.842899999996,25719.315799999997,21797.6658,660.4,0.0,3261.25,2882.9498999999996,4067464170.6649,4228897234.421,4902657736.688,13761392847.112804,2797402191.7753,57528271430.1287,69796032812.4588,12267761382.3301,2453461911.0,2906078066.809255,0.0,81.0,57.40926755949951,0.0232138743911414,0.0,0.0,,0.1785927212716486,0.1757658836469036,383165.8674356709,132083.51765442183,0.3996375201550263,0.1268015846673495,0.029405916158639,0.0426479337899082,0.0416367227435097,0.0,high,2011-12
2012,3,automobile-extended,328.61446888,33599.55860833,27334.97985369,21555.47985369,696.0,0.0,5083.5,2955.4716117399994,4888611125.891719,5050293202.174174,5883483125.220892,14946762752.70741,3124153333.8955135,62029890965.253716,79638152982.22388,17608262016.97016,2241599629.0,4914777874.785,0.0,79.0,21.61617656605555,0.0271033413424952,0.0,0.0,,0.3562697279899069,0.2211033450374034,524062.3015983526,150308.3198516217,0.3341319614366607,0.1859705047235939,0.0312788185134833,0.0361374104341992,0.0617138606401636,0.0,high,2012-13
2013,3,automobile-extended,276.40277777,33602.55555547,26946.87499992,19527.541666589997,674.33333333,0.0,6745.0,2727.29166666,5882356066.309701,6058925225.225995,7068563281.669163,19461093967.845623,3385492809.3655987,58419053014.01854,73399883555.21855,14980830541.200005,1224096575.0,5294815899.32,0.0,76.0,29.944154588789907,0.0076804096220758,0.0,0.0,,0.1570375269602078,0.2040988325264843,445824.1432402407,180311.44134927832,0.4718405473067285,0.2503073176396159,0.0333797399168478,0.0209537216343828,0.0721365708344308,0.0,high,2013-14
2014,3,automobile-extended,259.35384615,34896.8153846,28878.76153845,20761.66153845,571.1,0.0,7546.0,2901.05384615,6422844650.490562,6632303275.182535,7738779797.097723,17508760942.689823,2546438859.3,61865869203.33672,101759278322.65569,39893409119.31896,2125993264.0,5501368057.716,0.0,80.0,32.315611469604995,0.0038557361490665,0.0,0.0,,0.5970271941088041,0.3920370680384149,1143181.9402329752,190054.6855662187,0.1939864245231954,0.2612992939448958,0.0267710300408437,0.0343645582188851,0.0540625695110809,0.0,moderate,2014-15
2015,3,automobile-extended,256.10048038,34125.88032607,28170.15451147,20627.15451147,818.0,0.0,6725.0,2544.18421054,6964536012.476388,7327937914.39618,8467925578.018786,26468198470.992157,3226786180.02269,60427998088.42831,79415529164.46442,18987531076.036095,1974442635.0,7848685212.899754,77609623.0,80.0,38.4907229873912,0.0419949391392415,0.0124429449301456,0.0207382415502427,,0.1323335730136726,0.2390909092441372,556396.8136385578,214732.56790384103,0.4459729674231338,0.2387278350660729,0.0381438147047385,0.0326743016061969,0.0988306102783201,0.004087399393276,high,2015-16
2016,3,automobile-extended,270.38200691,35894.258208800005,29190.75644379,21041.26553468,1375.4909091099998,0.0,6774.0,3036.8781108200005,7688080110.472551,7990851355.907108,9280457503.767416,19994597925.952965,3265261948.546461,57303421958.846214,74824647956.77983,17521225997.933628,1292295434.0,2937377645.530524,12453300.0,83.0,45.624033730268735,0.0078314052904472,0.019578513226118,0.0234942158713416,,0.1388804926825554,0.2341638280484023,488134.50597059674,222621.99456591732,0.52966941382195,0.2320597622416561,0.0613599435118565,0.0225518021406835,0.0392568187855318,0.0007107550579776,high,2016-17
2017,3,automobile-extended,251.9165963,32935.6407498,26531.4651214,18622.6836095,1240.1071428,0.0,6668.674369099999,2966.8140749000004,7060373902.830481,7384618814.819095,8536907279.056519,19752370371.97253,3756610002.12584,63463624980.91852,80568957254.4838,17105332273.565294,893485923.0,7164166199.9325,18065388.0,76.0,34.353629837974985,0.0126626840282695,0.0168835787043594,0.0422089467608985,,0.1153745779641996,0.2123067352049334,519356.2925800728,224213.60710475745,0.4990787166554792,0.251349646112122,0.0624336810604724,0.0140787092333386,0.0889196837598863,0.0010561261079925,high,2017-18
2018,3,automobile-extended,270.76,43730.240000000005,34622.04,23944.62,1647.71,0.0,9029.71,5183.0,9743452618.36,10187791681.21,11688359575.47,30245048166.130005,6367841829.610001,84019213242.54999,108451440673.11,24432227430.56,1432025647.0,10632591537.2296,16058383.0,82.0,36.019391857605676,0.1314400993171943,0.015518311607697,0.0387957790192427,,0.1071323701221786,0.2252826451997318,558703.255014379,232969.0319835884,0.4783992621503726,0.2608081441763685,0.0643829616138897,0.0170440259047174,0.0980401133561511,0.0006572623411287,high,2018-19
2019,3,automobile-extended,274.00000003,43466.428572070006,34327.214286220005,24025.28571478,1811.92857144,0.0,8490.0,4877.07142863,9937822107.526848,10248400032.173464,11696339605.253605,32774616478.43299,5291182779.314703,71645194138.9678,95358598638.67006,23713404499.702255,720896902.0,490754519.0477403,14781896.0,86.0,37.98668661738583,0.0559845559780712,0.0193050193027832,0.0405405405358447,,0.0867498909745279,0.2486761009309331,545556.7728640041,235777.36586250667,0.4932374685128178,0.2473256329281618,0.0701286350520525,0.0100620412947964,0.0051464107700165,0.0006233561275516,high,2019-20
2020,3,automobile-extended,295.44334972,42535.81773245001,33819.64203479,25860.499177740003,2042.64285705,0.0,5916.5,4199.444170669999,9150639719.585838,9508668585.538704,10711698361.781803,30919773218.827507,3998378798.520583,75972797091.60855,97039358259.9343,21066561168.32574,264409794.0,10531215324.624008,16281608.0,85.0,36.18381740741727,0.078447215888575,0.0142631301615591,0.0356578254038977,0.0142631301615591,0.1053784423866864,0.217092956364116,495266.39644814783,223544.9814400692,0.5084692407172363,0.174942715062263,0.073204761474647,0.0034803219589397,0.1085251954821732,0.0007728650096191,high,2020-21
2021,3,automobile-extended,287.46626983,41279.605158360006,32382.224206059997,23325.08134892,783.1428571399999,0.0,8274.0,3543.0496031400003,10270818678.644096,10676226699.986082,12073514850.9623,33613053949.271477,6668722826.174146,97977768529.09172,122807827529.5006,24830059000.40888,366826544.0,17444516922.079163,78910633.0,90.0,37.71953067870214,0.0110919561314822,0.0110919561314822,0.0258812309734585,0.0258812309734585,0.1242737072681193,0.2021862897496844,601509.1206699747,258631.996576254,0.4862459187375867,0.2555105525596233,0.0324844688039338,0.0037439773277861,0.1420472723360299,0.0031780284130094,high,2021-22
2022,3,automobile-extended,262.39333335,45614.28666709,35880.67333367,26026.67333367,900.0,0.0,8954.0,3317.9066666999997,12180102366.201656,12667415380.495808,14327693773.190582,36662520393.59358,6417737901.288206,119102861845.64696,151134126077.13687,32031264231.48991,985560610.5,18269155783.659996,51352465.0,88.0,31.871561040656328,0.0203754516544611,0.0203754516544611,0.0163003613235689,0.0366758129780301,0.1366377063786727,0.2119393221299442,702219.9966704724,277707.1901386359,0.447303411743113,0.2495493860088091,0.0334241066041608,0.0082748692619766,0.1208804143568187,0.0016031981950158,high,2022-23
2023,3,automobile-extended,299.31060607999996,45472.40303083,37488.38333371001,27537.68333371,930.7,0.0,9020.0,3042.2818182499996,12300898115.78811,12704530810.49422,14492889173.138626,40930321824.846954,7310155397.002356,127652128418.19627,162456866735.0871,34804738316.8908,3739838489.0,17541065843.96982,72226265.0,85.0,29.80433592112805,0.0661210250978325,0.0070843955449312,0.0283375821797251,0.0177109888623281,0.1463696165624581,0.2142398718894764,765403.5414247497,279389.9148430891,0.4164056353816975,0.2406078683016748,0.0326924078930024,0.0292971103211695,0.1079736806236294,0.0020751848309386,high,2023-24
2008,5,automobile-extended,120.7699,14173.7924,11056.8819,6309.9782,130.3663,0.0,4616.5374,1112.2213,1289469710.2678,1315064370.8909,1485072227.7715,21068137281.11,12029055824.9883,23454453035.730003,30294326918.1103,6839873882.3803005,368336488.0545,0.0,0.0,59.0,35.069320438738636,0.7453450324330236,0.0,0.0,,0.1862601948253516,0.2257806849734411,482571.89673388336,92781.40484764685,0.2171198260829174,0.417526156266533,0.0202421314574088,0.0157043307508976,0.0,0.0,high,2008-09
2009,5,automobile-extended,212.3357000000001,34907.3454,29370.4371,14798.4439,511.1302,0.0,14060.863,2115.1748999999995,2913487562.2549,2983380411.0936,3690705509.1076,68931616013.1992,32168572046.0489,75079247953.51471,112500843210.6211,37421595257.10641,3406489180.4855003,0.0,0.0,103.0,61.268527877262926,0.6435342714390466,0.0,0.0,,0.6173959564425314,0.3326339091258782,1072026.3837967585,85465.69144423111,0.0986250180878307,0.4787420409211411,0.0333863108575959,0.0453719139887313,0.0,0.0,moderate,2009-10
2010,5,automobile-extended,223.6165,44454.73350000001,39124.5185,15212.6734,289.10130000000004,0.0,23622.7438,2744.6171000000004,4677624082.815001,4751253010.835799,5603370683.8764,75605785252.67961,15237419558.3066,105418994354.9145,136929376869.8635,31510382514.949,7196606626.6228,0.0,0.0,91.0,55.14898535792834,0.9278098888051642,0.0,0.0,,0.2562026163546927,0.2301214190501735,708819.5122112023,106878.44998184047,0.1778261714600918,0.6037836299506153,0.0186495614595663,0.068266697767899,0.0,0.0,high,2010-11
2011,5,automobile-extended,270.12109999999996,61309.2061,53746.0067,19193.358900000003,845.1707,0.0,33707.477100000004,3856.7996,7417843971.6627,7539463682.968,8953445852.2715,83923567092.49442,13958354309.4672,209998439413.26825,256412411136.7877,46413971723.5195,8335481797.7105,258420851.7,0.0,105.0,58.465327759680925,0.8917690551023402,0.0,0.0,,0.3886280784422167,0.1810129685912869,757047.3453499752,122974.41383714152,0.1929041088232165,0.6271624474009527,0.0421772813110997,0.0396930654389608,0.0010078328523736,0.0,high,2011-12
2012,5,automobile-extended,252.5,48518.0,41121.25,17436.75,855.0,0.0,22829.5,3026.0,6911779853.75,7035059106.0,8548429261.75,86301616108.0,15869899080.0,217652513911.75,282388693184.0,64736179272.25,3011779432.0,21676397.27,0.0,92.0,24.431887866841876,0.7614770459081837,0.0,0.0,,0.2787430667946009,0.2292449408732839,1334271.3894276351,144998.95102848427,0.1320502593426052,0.5551752439432167,0.0467423838615769,0.0138375586749306,7.676085407525861e-05,0.0,high,2012-13
2013,5,automobile-extended,276.99090909999995,61474.71818248,51749.7636369,24916.218182199995,401.27272728,0.0,26432.27272742,4211.41818186,8906257342.94603,9109006623.41982,10594956903.646313,93979798265.31252,12137038779.038927,199405961576.70697,262561300754.02945,63155339177.32256,1549331321.0,1617646352.89,0.0,90.0,30.679596704421563,0.5681343110299568,0.0,0.0,,0.2228326321671332,0.240535596814731,1027338.4090977669,148174.84150770525,0.167760272395951,0.5107708880156615,0.0158496246217568,0.0077697342082925,0.0061610235333402,0.0,high,2013-14
2014,5,automobile-extended,243.99999999999997,50732.6,42719.90000000001,19555.900000000005,1179.4,0.0,21984.6,3559.5,8631331644.899998,8769438361.499998,10376294889.500002,59258564777.99999,-11296544134.799995,180038733055.80002,253465322572.3,73426589516.5,1022204886.0,5513809735.330001,0.0,85.0,24.31728137891598,0.3209016393442623,0.0,0.0,,0.3499637198786962,0.2896908688388935,1447325.575990586,172856.07994662205,0.1413152232430501,0.5146219911563463,0.0568788491123832,0.005677694286391,0.021753704527992,0.0,high,2014-15
2015,5,automobile-extended,303.99305557,76345.31944793,62996.52083632,24688.68750116,827.5625,0.0,37480.27083516,5689.63194467,13213046296.147984,13439536914.117355,15411177121.645777,85624016333.91476,5251222200.69765,241964591105.76233,358809036155.8535,116844445050.0912,1026093998.6748388,7228983075.135,62897299.23743351,94.0,41.046223876067536,0.1096921535217506,0.0134231315973079,0.0455128055721221,,0.3738093047844305,0.3256452131248396,1530472.933966606,176036.1605832766,0.1318948206313017,0.5949577903284959,0.0324327634335914,0.0042406783322537,0.0201471600397348,0.0005382994391429,high,2015-16
2016,5,automobile-extended,257.52192985,65225.918132089995,53589.73099699,20977.70321699,920.22222228,0.0,31691.80555772,4478.149122909999,17787956621.116985,17988015335.122864,20101635063.03216,88931631180.27599,8046497741.757932,215076047435.04797,280625103660.1412,65549056225.09319,1663318552.8440928,32449812.66,14324207.19447553,97.0,42.57226506306886,0.1069047494428645,0.1071256270420191,0.0318063717337528,,0.2336256146187995,0.233582296701717,1004954.1363656822,275780.17834406043,0.3066655146643735,0.5913783287977327,0.0420232603692104,0.0077336299075628,0.0001156340335799,0.0002185265207371,high,2016-17
2017,5,automobile-extended,267.2666658,64057.8665646,50829.2665858,19113.666639999996,1531.1666610000002,0.0,30184.4332848,4674.799994399999,13080829317.839169,13347725011.92071,15786211794.805613,85015533112.88174,5253395863.270117,252923333082.75937,316702679217.1663,63779346134.40699,734284797.961347,7687080347.97,23486001.865864597,103.0,39.4667406308435,0.1999234500125044,0.0683847920104624,0.0114825210893781,,0.243444367473272,0.2013855591372273,995652.0495431717,208369.8026137043,0.2475129136874208,0.5938396383085434,0.0741670634330495,0.0029031912121808,0.024272230241219,0.0003682383606813,high,2017-18
2018,5,automobile-extended,245.88,59672.16,49789.34,19057.71,666.36,0.0,30065.269999999997,4411.12,12764831574.38,13082000171.39,15157423861.45,72876971144.47,5510759993.280001,253927153472.46997,339118591710.82996,85191438238.36,2305613008.12,102252632.85,8386794.600000001,112.0,35.09042844508436,0.0788774493523746,0.0249086682165393,0.0166057788110262,,0.3462294787392679,0.2512142958856224,1427658.027434569,219231.21555160728,0.1779219153342679,0.6038495388771973,0.0337841023683245,0.0090798206359209,0.0003015247035974,9.844644923747271e-05,high,2018-19
2019,5,automobile-extended,243.16666669,55820.75000255,47572.41666906,21554.750002260003,510.1666667,0.0,25507.5000001,4220.08333345,14421280232.354715,14805312090.37123,16516675033.571173,78436090392.04959,12087039493.502104,190623450064.39023,253281099342.28204,62657649277.89174,6054683302.470128,0.0,28182532.0,114.0,37.412694771183695,0.1256123163067979,0.0209937018873764,0.0125962211324258,,0.2042339799670071,0.2473838333795949,1122479.530909732,265229.54438438924,0.2636018941648829,0.5361825567438429,0.0231211689739885,0.0317625313172378,0.0,0.0004497859770482,high,2019-20
2020,5,automobile-extended,253.05357143,54307.69642859,45865.30357144,15449.43750001,227.0,0.0,30188.86607143,4419.21428572,12679819277.261732,13041215258.99398,15200759602.869732,77913647579.00154,6437761028.682742,207535143412.96225,255867812230.036,48332668817.07375,7242604843.0,40264975.8,3819567.0,108.0,36.08473316175199,0.1617594125683578,0.0161255489164718,0.0120941616873538,0.0362824850620615,0.1893713105586549,0.1888970261473164,889978.2534622344,240135.67351622193,0.3145027985191662,0.6582070480446659,0.0144803307511579,0.0348982091605967,0.0001573663191515,7.902661064415957e-05,high,2020-21
2021,5,automobile-extended,238.0846154,57028.26153996,47266.2000013,15371.038462,995.73076932,0.0,30899.430769979997,4715.23846168,15381261752.233805,15860239092.275627,18055521611.994152,75980849179.0379,3153290421.053574,324889679655.29974,391458220639.7479,66568540984.44823,8188170769.0,62667770.44,13143845.0,107.0,34.203838113200504,0.1220794584520995,0.1156715191800682,0.0213597975734376,0.0791955571634717,0.2849146997819347,0.1700527348120505,1167290.378259265,278111.9161621694,0.2712320466241297,0.6537320700443476,0.0608385659531715,0.0252029266601741,0.0001600880174072,0.0001974482962315,high,2021-22
2022,5,automobile-extended,243.66666670000004,60888.16666954,50808.833335790005,13336.250000610002,354.5,0.0,37118.08333518,4605.416666910001,16977424533.034275,17348653505.12335,19401574632.666164,75977357319.76016,7050336639.561826,392030414665.2749,483538257853.0558,91507843187.78091,12222382342.77104,0.0,101032306.68879974,107.0,33.859912149672574,0.0792597765392095,0.0708798882722234,0.0293296089344511,0.1295391061411258,0.3998343186229073,0.189246335117478,1502883.8638618223,284926.52109695086,0.2120208930381266,0.7305439014879689,0.025893395174421,0.0311771278083278,0.0,0.0011040835754534,high,2022-23
2023,5,automobile-extended,253.66666668000005,61892.22222358,51135.22222338,13534.555555780002,642.22222224,0.0,36958.44444536,4604.44444456,18920290893.311367,19388473384.53882,21721639875.465984,75542509551.44995,1622704052.5566428,428838785164.0151,545407449721.031,116568664557.0159,9466120771.616718,0.0,20679080.0,110.0,28.25851860455754,0.1121579183519699,0.0242261103620874,0.0201884253017395,0.220278151643592,0.3884916582056898,0.2137276720672578,1883413.78559526,313261.87181484175,0.1863420153092817,0.7227590462775362,0.0453010008547722,0.022073844761957,0.0,0.0001773982749016,high,2023-24
2008,6,automobile-extended,411.8044000000001,98800.6175,77930.6991,27024.689700000003,990.7408,0.0,49915.2686,12678.410199999998,14262679634.8432,14848070109.021198,17110256077.0582,141065196929.893,43718813872.340195,371905491776.10046,435574271080.3815,63668779304.281,45864905235.80119,15581581751.47052,0.0,207.0,120.09976963293158,0.22588714453636,0.0,0.0,,0.4553856582559119,0.146172038918551,644416.8155556415,150283.17114537465,0.2687385601549884,0.6405084155083628,0.0353641112172093,0.1233240870328782,0.035772502615507,0.0,high,2008-09
2009,6,automobile-extended,445.4039,111788.4523,89044.9969,30694.5087,977.3738,0.0,57373.1144,13992.6589,17721348336.8046,18261912144.1198,21206995930.7045,139388340670.4693,26638206456.4648,440126320874.8738,519301157500.5437,79174836625.66998,53581129148.9871,61714506044.64378,0.0,210.0,117.52739322416,0.1541248807492181,0.0,0.0,,0.4536702152071182,0.1524642020956541,708255.9512783412,163361.34697626365,0.2678502013331441,0.6443159795314677,0.0308593529292109,0.1217403427326947,0.118841456740984,0.0,high,2009-10
2010,6,automobile-extended,450.0306999999999,123807.7501,99388.5977,34729.8888,686.183,0.0,63972.5259,15760.6086,23717489991.8021,24301167900.6802,27651299768.8703,172755807821.2563,44125884010.6196,602717256948.2533,661782045014.0763,59064788065.823,62533784032.162,0.0,0.0,214.0,114.4498540257038,0.1579339894620357,0.0,0.0,,0.1764615868778929,0.0892511190214697,477068.5843020016,196281.47576425588,0.4681520187299264,0.6436606148031003,0.0193749042489799,0.103753100332302,0.0,0.0,high,2010-11
2011,6,automobile-extended,403.6667,118784.1696,93249.5851,27408.0847,1484.8754,0.0,64356.625,15565.3757,27165765276.7792,27671080172.7008,31847211552.1648,163188601823.728,23062768577.9636,587061737576.6769,676850379824.012,89788642247.33499,60641425440.5612,54833624152.6425,0.0,203.0,104.4550478518481,0.1542235363290498,0.0,0.0,,0.3989221225097651,0.1326565588552686,755897.377147931,232952.59179638023,0.3546908690793802,0.6901545452559874,0.0513922905393137,0.1032965045395089,0.0810129177542898,0.0,high,2011-12
2012,6,automobile-extended,431.35714287,112517.71428682,85678.42857232,31217.9285716,1056.0,0.0,53404.50000072,18246.85714299,29104416027.614143,29700976292.40635,34474369429.29062,209338740223.03033,85862865048.81943,630710954484.0728,792203099793.1378,161492145309.0652,65145620251.5,65770876326.380005,0.0,214.0,58.9953327694743,0.0696517412913814,0.0,0.0,,0.4330613743990367,0.2038519482582616,1435259.7396122357,263967.1138065896,0.2134739702869959,0.6233132527126356,0.0327199088160976,0.1032891846706384,0.0830227454847807,0.0,high,2012-13
2013,6,automobile-extended,434.475,123996.775,94408.175,31772.025,1401.0,0.0,61235.15,19357.275,37192002529.475,37883502951.475,43570579721.05,248021264647.675,53256054999.0,756566221169.7,847352481302.2,90786260132.5,67188359990.7,17348572198.184998,0.0,213.0,68.20215952495147,0.0778489729923947,0.0,0.0,,0.326655520158047,0.1071410801712421,732166.3013614669,305520.0665620134,0.4799248218558619,0.6486212661138722,0.0422331095822584,0.088806978306304,0.020473855427347,0.0,high,2013-14
